# provenance
# target	aptus data-acquisition brief target 2 — communication scenarios (file 2 of 2): the scope item <-> communication scenario bridge
# source_url	https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope
# source_title	SAP S/4HANA Cloud Public Edition — "Available Interfaces for Your Selected Scope" (SAP_S4HANA_BEST_PRACTICES, version 2608). SAP's own words: "This overview provides a mapping of SAP S/4HANA Cloud Public Edition scope items and available APIs in the respective business context".
# source_table_columns	Scope Item ID | Description | Interface ID | Interface Description | Interface Type | Communication Scenario ID | New This Release | Link to Set-Up Instructions
# access_method	anonymous read of help.sap.com's own published content service (http.svc/pagecontent). No login, no api.sap.com traffic, no DOM scraping.
# date_read	2026-09-07
# release	2608
# rows_in_source_table	5658
# completeness	complete for this source: every row of the published table was parsed, and 1149 distinct scope-item/scenario pairs resulted. Floor with respect to SAP overall — a scope item whose scenario SAP documents only in its Set-Up Instructions (SAP Signavio Process Navigator, login required) and not in this table is not here, and the size of that gap cannot be measured from this source.
# scope_items_covered	353 distinct scope items appear in the table
# link_source	PUBLISHED on every row: SAP states the scope item and the communication scenario in the same table row. No row in this file is derived.
# empty_columns	mandatory is empty on every row: the published table does not state whether a scenario is mandatory or optional for the scope item. SAP states that per scope item in its Set-Up Instructions. Empty means not published, not "optional".
# empty_scope_item_id	17 source rows carry no scope item because SAP marks them "Relevant for solution" (the interface applies to the whole solution, not one scope item). They are kept with an empty scope_item_id and the evidence says so, rather than dropped.
# not_claimed	this file states what SAP publishes for release 2608. It says nothing about what any tenant has activated or arranged.
scope_item_id	comm_scenario_id	mandatory	source_url	link_source	evidence
2EQ	SAP_COM_0294		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2EQ ("Sale of Services") against Communication Scenario ID SAP_COM_0294 on 10 row(s); interface(s): API_PURGPRCGCONDITIONRECORD_SRV_0001, API_PURGPRICINGCONDITIONTYPE_SRV_0001, API_PURGPRICINGPROCEDURE_SRV_0001, API_SLSPRCGACCESSSEQUENCE_0001_G4BA, API_SLSPRCGCNDNEXCLUSION_0001_G4BA, API_SLSPRCGCONDITIONFIELD_0001_G4BA, API_SLSPRCGCONDITIONTABLE_0001_G4BA, API_SLSPRICINGCONDITIONRECORD_SRV_0001, API_SLSPRICINGCONDITIONTYPE_SRV_0001, API_SLSPRICINGPROCEDURE_SRV_0001; interface type(s): OData.
2EQ	SAP_COM_0295		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2EQ ("Sale of Services") against Communication Scenario ID SAP_COM_0295 on 2 row(s); interface(s): CO_MMCM_ESR_PURG_PRICING_COND, CO_SDCM_ESR_SALES_PRICING_COND; interface type(s): SOAP.
2EQ	SAP_COM_0626		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2EQ ("Sale of Services") against Communication Scenario ID SAP_COM_0626 on 1 row(s); interface(s): EDO_LE_INBOUND_NOTI_SRV_0001; interface type(s): OData.
2EQ	SAP_COM_0629		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2EQ ("Sale of Services") against Communication Scenario ID SAP_COM_0629 on 1 row(s); interface(s): CO_EDO_IN_EINV_TRANS; interface type(s): SOAP.
2EQ	SAP_COM_0631		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2EQ ("Sale of Services") against Communication Scenario ID SAP_COM_0631 on 3 row(s); interface(s): CO_EDO_PT_RECEIVE_MESSAGE_V1_0, CO_EDO_PT_SEND_CREDITNOTE_V1_0, CO_EDO_PT_SEND_INVOICE_V1_0; interface type(s): SOAP.
2EQ	SAP_COM_0669		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2EQ ("Sale of Services") against Communication Scenario ID SAP_COM_0669 on 12 row(s); interface(s): CO_EDO_CL_BOLETA_V11, CO_EDO_CL_CHILE_MAIL_UPDATE, CO_EDO_CL_DAILY_BOLETA_SUMMARY, CO_EDO_CL_DELIVERYNOTE_SERV, CO_EDO_CL_DTE_GETSTATUS_SERV, CO_EDO_CL_DTE_TRANSMIS_SERV, CO_EDO_CL_IDTE_ACKTOSII_SERV, CO_EDO_CL_IDTE_ENVIORECIB_SERV, CO_EDO_CL_IDTE_SERV, CO_EDO_CL_SIGN_ENVIODTE; interface type(s): SOAP.
2EQ	SAP_COM_0689		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2EQ ("Sale of Services") against Communication Scenario ID SAP_COM_0689 on 6 row(s); interface(s): CO_EDO_GR_CANCEL_INVOICE, CO_EDO_GR_EXPENSE_CLASSIFICATI, CO_EDO_GR_INCOME_CLASSIFICATIO, CO_EDO_GR_REQUEST_DOCS3, CO_EDO_GR_REQUEST_VATINFO, CO_EDO_GR_SEND_INVOICE2; interface type(s): SOAP.
2EQ	SAP_COM_0846		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2EQ ("Sale of Services") against Communication Scenario ID SAP_COM_0846 on 6 row(s); interface(s): CO_EDO_CH_GET_STATUS, CO_EDO_CH_INVOICE_TRANS_SERV, CO_EDO_CH_RECEIVE_INVOICE; interface type(s): SOAP.
2EQ	SAP_COM_0856		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2EQ ("Sale of Services") against Communication Scenario ID SAP_COM_0856 on 1 row(s); interface(s): CO_EDO_PL_KSEF_TRANS_SERV_V1; interface type(s): SOAP.
2EQ	SAP_COM_0857		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2EQ ("Sale of Services") against Communication Scenario ID SAP_COM_0857 on 9 row(s); interface(s): CO_EDO_EG_CANC_REJC_V1_0, CO_EDO_EG_DECL_CANC_REJC_V1_0, CO_EDO_EG_GET_DOC_DETAIL_V1_0, CO_EDO_EG_GET_DOC_PDF_V1_0, CO_EDO_EG_GET_RECENT_DOCS_V1_0, CO_EDO_EG_SEARCH_DOC_V1_0, CO_EDO_EG_SUBMIT_DOC_V1_1, ERP_NOTIFICATIONS, ERP_PING; interface type(s): SOAP.
2EQ	SAP_COM_0898		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2EQ ("Sale of Services") against Communication Scenario ID SAP_COM_0898 on 2 row(s); interface(s): CO_EDO_SA_CSID_OPERATIONS, CO_EDO_SA_SEND_INVOICE_V2_0; interface type(s): SOAP.
2EQ	SAP_COM_0A19		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2EQ ("Sale of Services") against Communication Scenario ID SAP_COM_0A19 on 13 row(s); interface(s): CO_EDO_RS_CANCEL, CO_EDO_RS_GET_SIGNATURE, CO_EDO_RS_GET_STATUS, CO_EDO_RS_IN_GET_ACCREJ, CO_EDO_RS_IN_GET_ID, CO_EDO_RS_IN_GET_XML, CO_EDO_RS_OUT_SERBIA_OUTGOING, CO_EDO_RS_SEND_ADVANCE_INVOICE, CO_EDO_RS_SEND_CREDIT_NOTE, CO_EDO_RS_SEND_CREDIT_NOTEIP, CO_EDO_RS_SEND_DEBIT_NOTE, CO_EDO_RS_SEND_FINAL_INVOICE, CO_EDO_RS_SEND_INVOICE; interface type(s): SOAP.
2ET	SAP_COM_0294		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2ET ("Sales Order Processing for Non-Stock Material") against Communication Scenario ID SAP_COM_0294 on 10 row(s); interface(s): API_PURGPRCGCONDITIONRECORD_SRV_0001, API_PURGPRICINGCONDITIONTYPE_SRV_0001, API_PURGPRICINGPROCEDURE_SRV_0001, API_SLSPRCGACCESSSEQUENCE_0001_G4BA, API_SLSPRCGCNDNEXCLUSION_0001_G4BA, API_SLSPRCGCONDITIONFIELD_0001_G4BA, API_SLSPRCGCONDITIONTABLE_0001_G4BA, API_SLSPRICINGCONDITIONRECORD_SRV_0001, API_SLSPRICINGCONDITIONTYPE_SRV_0001, API_SLSPRICINGPROCEDURE_SRV_0001; interface type(s): OData.
2ET	SAP_COM_0295		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2ET ("Sales Order Processing for Non-Stock Material") against Communication Scenario ID SAP_COM_0295 on 2 row(s); interface(s): CO_MMCM_ESR_PURG_PRICING_COND, CO_SDCM_ESR_SALES_PRICING_COND; interface type(s): SOAP.
2ET	SAP_COM_0631		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2ET ("Sales Order Processing for Non-Stock Material") against Communication Scenario ID SAP_COM_0631 on 3 row(s); interface(s): CO_EDO_PT_RECEIVE_MESSAGE_V1_0, CO_EDO_PT_SEND_CREDITNOTE_V1_0, CO_EDO_PT_SEND_INVOICE_V1_0; interface type(s): SOAP.
2ET	SAP_COM_0856		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2ET ("Sales Order Processing for Non-Stock Material") against Communication Scenario ID SAP_COM_0856 on 1 row(s); interface(s): CO_EDO_PL_KSEF_TRANS_SERV_V1; interface type(s): SOAP.
2F2	SAP_COM_0332		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2F2 ("Intercompany Foreign Exchange Management") against Communication Scenario ID SAP_COM_0332 on 1 row(s); interface(s): API_TRSYPOSFLOW_SRV_0001; interface type(s): OData.
2F2	SAP_COM_0333		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2F2 ("Intercompany Foreign Exchange Management") against Communication Scenario ID SAP_COM_0333 on 1 row(s); interface(s): API_TRSYPOSTGJRNLENTRITM_SRV_0001; interface type(s): OData.
2F2	SAP_COM_0922		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2F2 ("Intercompany Foreign Exchange Management") against Communication Scenario ID SAP_COM_0922 on 4 row(s); interface(s): API_FINTRANSINTRSTRATEINSTR_G4BA, TRADETRMCHANGE_IN, TRADETRMCREATE_IN, TRADETRMROLLOVER_IN; interface type(s): OData, SOAP.
2F2	SAP_COM_0923		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2F2 ("Intercompany Foreign Exchange Management") against Communication Scenario ID SAP_COM_0923 on 1 row(s); interface(s): API_FINTRANSACTIONNPV_G4BA; interface type(s): OData.
2F2	SAP_COM_0B26		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2F2 ("Intercompany Foreign Exchange Management") against Communication Scenario ID SAP_COM_0B26 on 1 row(s); interface(s): API_FINTRANSINTRSTRATEINSTR_G4BA; interface type(s): OData.
2F4	SAP_COM_0294		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2F4 ("Intercompany Process for Customer Returns") against Communication Scenario ID SAP_COM_0294 on 10 row(s); interface(s): API_PURGPRCGCONDITIONRECORD_SRV_0001, API_PURGPRICINGCONDITIONTYPE_SRV_0001, API_PURGPRICINGPROCEDURE_SRV_0001, API_SLSPRCGACCESSSEQUENCE_0001_G4BA, API_SLSPRCGCNDNEXCLUSION_0001_G4BA, API_SLSPRCGCONDITIONFIELD_0001_G4BA, API_SLSPRCGCONDITIONTABLE_0001_G4BA, API_SLSPRICINGCONDITIONRECORD_SRV_0001, API_SLSPRICINGCONDITIONTYPE_SRV_0001, API_SLSPRICINGPROCEDURE_SRV_0001; interface type(s): OData.
2F4	SAP_COM_0295		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2F4 ("Intercompany Process for Customer Returns") against Communication Scenario ID SAP_COM_0295 on 2 row(s); interface(s): CO_MMCM_ESR_PURG_PRICING_COND, CO_SDCM_ESR_SALES_PRICING_COND; interface type(s): SOAP.
2F5	SAP_COM_0226		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2F5 ("Treasury Trading via Trading Platforms") against Communication Scenario ID SAP_COM_0226 on 13 row(s); interface(s): 7FTBI_CTPTY_LMT_PRE_TRADE_CHK, 7FTBI_GET_CTPTY_LIMIT_UTILZN, 7FTBI_GET_FX_RATES, 7FTR_TPI_FXOPT_COLLAR_CREATE, 7FTR_TPI_FXOPT_DEAL_CREATE, 7FTR_TPI_FXT_DEAL_CREATE, 7FTR_TPI_FXT_SWAP_CREATE, 7FTR_TPI_MMIR_DEAL_CREATE, 7FTR_TPI_SECURITY_DEAL_CREATE, 7FTR_TPI_SECURITY_FIX_PRICE, 7TPI_GET_TRADE_REQUESTS, 7TPI_UPDATE_MM_TRADE_REQUESTS, 7TPI_UPDATE_TRADE_REQUESTS; interface type(s): SOAP.
2F5	SAP_COM_0839		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2F5 ("Treasury Trading via Trading Platforms") against Communication Scenario ID SAP_COM_0839 on 8 row(s); interface(s): CO_TPIX_TREQ_TRMBULK_TRANREQ_O, CTPTYLIMITTRMCHECKRETRIEVE_IN, CTPTYLIMITTRMUTILRETRIEVE_IN, FXRATETRMRETRIEVAL_IN, TRADEREQUESTTRMBULKTRANSFERCON, TRADEREQUESTTRMBUNDLEUPDATE_IN, TRADETRMCREATE_IN, TRADETRMFIXING_IN; interface type(s): SOAP.
2F9	SAP_COM_0837		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2F9 ("Quality Management for Complaints Against Suppliers") against Communication Scenario ID SAP_COM_0837 on 1 row(s); interface(s): API_PRODUCT_SRV_0001; interface type(s): OData.
2FA	SAP_COM_0837		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2FA ("Quality Management for Complaints from Customers") against Communication Scenario ID SAP_COM_0837 on 1 row(s); interface(s): API_PRODUCT_SRV_0001; interface type(s): OData.
2FD	SAP_COM_0373		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2FD ("Predictive Accounting for Sales Orders") against Communication Scenario ID SAP_COM_0373 on 1 row(s); interface(s): PREDICTIVEJOURNALENTRYMANAGERE; interface type(s): SOAP.
2LG	SAP_COM_0294		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2LG ("Supplier Consignment") against Communication Scenario ID SAP_COM_0294 on 10 row(s); interface(s): API_PURGPRCGCONDITIONRECORD_SRV_0001, API_PURGPRICINGCONDITIONTYPE_SRV_0001, API_PURGPRICINGPROCEDURE_SRV_0001, API_SLSPRCGACCESSSEQUENCE_0001_G4BA, API_SLSPRCGCNDNEXCLUSION_0001_G4BA, API_SLSPRCGCONDITIONFIELD_0001_G4BA, API_SLSPRCGCONDITIONTABLE_0001_G4BA, API_SLSPRICINGCONDITIONRECORD_SRV_0001, API_SLSPRICINGCONDITIONTYPE_SRV_0001, API_SLSPRICINGPROCEDURE_SRV_0001; interface type(s): OData.
2LG	SAP_COM_0295		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2LG ("Supplier Consignment") against Communication Scenario ID SAP_COM_0295 on 2 row(s); interface(s): CO_MMCM_ESR_PURG_PRICING_COND, CO_SDCM_ESR_SALES_PRICING_COND; interface type(s): SOAP.
2LH	SAP_COM_0294		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2LH ("Automated Invoice Settlement") against Communication Scenario ID SAP_COM_0294 on 10 row(s); interface(s): API_PURGPRCGCONDITIONRECORD_SRV_0001, API_PURGPRICINGCONDITIONTYPE_SRV_0001, API_PURGPRICINGPROCEDURE_SRV_0001, API_SLSPRCGACCESSSEQUENCE_0001_G4BA, API_SLSPRCGCNDNEXCLUSION_0001_G4BA, API_SLSPRCGCONDITIONFIELD_0001_G4BA, API_SLSPRCGCONDITIONTABLE_0001_G4BA, API_SLSPRICINGCONDITIONRECORD_SRV_0001, API_SLSPRICINGCONDITIONTYPE_SRV_0001, API_SLSPRICINGPROCEDURE_SRV_0001; interface type(s): OData.
2LH	SAP_COM_0295		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2LH ("Automated Invoice Settlement") against Communication Scenario ID SAP_COM_0295 on 2 row(s); interface(s): CO_MMCM_ESR_PURG_PRICING_COND, CO_SDCM_ESR_SALES_PRICING_COND; interface type(s): SOAP.
2LN	SAP_COM_0115		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2LN ("Basic Available-to-Promise Processing") against Communication Scenario ID SAP_COM_0115 on 2 row(s); interface(s): API_PRODUCT_AVAILY_INFO_BASIC_0001, API_PRODUCT_AVAILY_INFO_G4BA; interface type(s): OData.
2LN	SAP_COM_0294		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2LN ("Basic Available-to-Promise Processing") against Communication Scenario ID SAP_COM_0294 on 10 row(s); interface(s): API_PURGPRCGCONDITIONRECORD_SRV_0001, API_PURGPRICINGCONDITIONTYPE_SRV_0001, API_PURGPRICINGPROCEDURE_SRV_0001, API_SLSPRCGACCESSSEQUENCE_0001_G4BA, API_SLSPRCGCNDNEXCLUSION_0001_G4BA, API_SLSPRCGCONDITIONFIELD_0001_G4BA, API_SLSPRCGCONDITIONTABLE_0001_G4BA, API_SLSPRICINGCONDITIONRECORD_SRV_0001, API_SLSPRICINGCONDITIONTYPE_SRV_0001, API_SLSPRICINGPROCEDURE_SRV_0001; interface type(s): OData.
2LN	SAP_COM_0295		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2LN ("Basic Available-to-Promise Processing") against Communication Scenario ID SAP_COM_0295 on 2 row(s); interface(s): CO_MMCM_ESR_PURG_PRICING_COND, CO_SDCM_ESR_SALES_PRICING_COND; interface type(s): SOAP.
2LN	SAP_COM_0942		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2LN ("Basic Available-to-Promise Processing") against Communication Scenario ID SAP_COM_0942 on 1 row(s); interface(s): API_ABOPRUN_G4BA; interface type(s): OData.
2LZ	SAP_COM_0216		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2LZ ("External Digital Payments") against Communication Scenario ID SAP_COM_0216 on 2 row(s); interface(s): /core/, /oauth/token?grant_type=client_credentials; interface type(s): HTTP.
2MB	SAP_COM_0313		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2MB ("Integration of Payment Advice with Buyers and Suppliers") against Communication Scenario ID SAP_COM_0313 on 2 row(s); interface(s): CO_EDI_PAYM_ADV_CANCEL_OUT, CO_EDI_PAYM_ADV_NOTIFIC_OUT; interface type(s): SOAP.
2MB	SAP_COM_0314		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2MB ("Integration of Payment Advice with Buyers and Suppliers") against Communication Scenario ID SAP_COM_0314 on 2 row(s); interface(s): PAYMENTADVICECANCELLATIONNOTIF, PAYMENTADVICENOTIFICATION_IN; interface type(s): SOAP.
2ME	SAP_COM_0243		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2ME ("Central Purchase Contracts") against Communication Scenario ID SAP_COM_0243 on 11 row(s); interface(s): API_CENTRAL_PURCHASECONTRACT_SRV_0001, CO_PUR_CCTR_CONF_REQ_OUT, CO_PUR_CCTR_REPLICATION_OUT, CO_PUR_SRCELIST_CHANGE_REQ_OUT, CO_PUR_SRCELIST_CHG_CONF_OUT, MM_PUR_CPROC_OPS_MNTR_CCTR_BE_SRV_0001, MM_PUR_OA_EDITABILITY_SRV_0001, PURCHASECONTRACTCONFIRMATIONIN, PURCHASECONTRACTDISTRIBUTIONR2, SRCELISTCHANGEREQCONFIN, SRCELISTCHANGEREQIN; interface type(s): OData, SOAP.
2ME	SAP_COM_0294		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2ME ("Central Purchase Contracts") against Communication Scenario ID SAP_COM_0294 on 10 row(s); interface(s): API_PURGPRCGCONDITIONRECORD_SRV_0001, API_PURGPRICINGCONDITIONTYPE_SRV_0001, API_PURGPRICINGPROCEDURE_SRV_0001, API_SLSPRCGACCESSSEQUENCE_0001_G4BA, API_SLSPRCGCNDNEXCLUSION_0001_G4BA, API_SLSPRCGCONDITIONFIELD_0001_G4BA, API_SLSPRCGCONDITIONTABLE_0001_G4BA, API_SLSPRICINGCONDITIONRECORD_SRV_0001, API_SLSPRICINGCONDITIONTYPE_SRV_0001, API_SLSPRICINGPROCEDURE_SRV_0001; interface type(s): OData.
2ME	SAP_COM_0295		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2ME ("Central Purchase Contracts") against Communication Scenario ID SAP_COM_0295 on 2 row(s); interface(s): CO_MMCM_ESR_PURG_PRICING_COND, CO_SDCM_ESR_SALES_PRICING_COND; interface type(s): SOAP.
2ME	SAP_COM_0587		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2ME ("Central Purchase Contracts") against Communication Scenario ID SAP_COM_0587 on 3 row(s); interface(s): MMPUR_BE_SWCOMP_SRV_0001, MMPUR_BE_VALUE_HELP_SRV_0001, MM_PUR_PR_BULK_EXTRACT_SRV_0001; interface type(s): OData.
2ME	SAP_COM_0672		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2ME ("Central Purchase Contracts") against Communication Scenario ID SAP_COM_0672 on 1 row(s); interface(s): CO_EDI_CENTRAL_PURCHASE_CONTRA; interface type(s): SOAP.
2NV	SAP_COM_0102		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2NV ("Guided Buying Capability with SAP Ariba Buying") against Communication Scenario ID SAP_COM_0102 on 3 row(s); interface(s): API_CV_ATTACHMENT_SRV_0001, API_PURCHASEREQUISITION_2_G4BA, API_PURCHASEREQ_PROCESS_SRV_0001; interface type(s): OData.
2NV	SAP_COM_0114		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2NV ("Guided Buying Capability with SAP Ariba Buying") against Communication Scenario ID SAP_COM_0114 on 7 row(s); interface(s): CO_FNDEI_CURRENCY_RL, CO_FNDEI_EXCHANGERATE_RL, CO_FNDEI_INCOTERMS_RL, CO_FNDEI_ITEMCATEGORY_RL, CO_FNDEI_MATERIALGROUP_RL, CO_FNDEI_REGION_RL, CO_FNDEI_UNITOFMEASUREMENT_RL; interface type(s): SOAP.
2NV	SAP_COM_0116		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 2NV ("Guided Buying Capability with SAP Ariba Buying") against Communication Scenario ID SAP_COM_0116 on 7 row(s); interface(s): API_PURCHASINGGROUP_G4BA, API_PURCHASINGORGANIZATION_G4BA, CO_LOG_MDR_ACCT_ASS_CATEGORY, CO_LOG_MDR_PLANT, CO_LOG_MDR_PLANT_PURCH_ORG, CO_LOG_MDR_PURCHASING_GROUP, CO_LOG_MDR_PURCHASING_ORG; interface type(s): OData, SOAP.
